"mz","rt","adduct","isotopes","Formula","Compound","HMDBID","intenVale","pvals","pfdr","cvs"
241.1547,60.64,"","[44][M]+","","",NA,37951688.6,7.111579e-17,0,9.91
714.6718,38.79,"","","","",NA,824904.5,7.9460884e-17,0,34.85
439.9881,38.9,"","[60][M+1]+","","",NA,1583690.8,8.5372975e-17,0,34.66
208.8911,38.31,"[M+2Na]2+ 371.804","","","",NA,18002210.9,9.4103265e-17,0,8.57
705.0646,41.85,"[M+Na+K-H]+ 644.12","","C30H28O14S; ","{5-[3-(2,4-dihydroxyphenyl)-3-[2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-8-yl]-2-hydroxypropyl]-2-hydroxyphenyl}oxidanesulfonic acid; (5-{8-[1-(2,4-dihydroxyphenyl)-3-(3,4-dihydroxyphenyl)-2-hydroxypropyl]-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-2-yl}-2-hydroxyphenyl)oxidanesulfonic acid; {[1-(2,4-dihydroxyphenyl)-3-(3,4-dihydroxyphenyl)-1-[2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-8-yl]propan-2-yl]oxy}sulfonic acid; ","HMDB0135084; HMDB0135085; HMDB0135086; ",1039419.7,1.0656083e-16,0,34.47
255.1453,42.54,"","","C11H18N4O3; ","Homoanserine; Histidylvaline; Valylhistidine; (S)-Argpyrimidine; ","HMDB0005767; HMDB0028898; HMDB0029129; HMDB0037180; ",1010141,1.3302635e-16,0,48.64
674.1197,42.22,"","[70][M+1]+","","",NA,1345592.8,1.4446056e-16,0,34.44
523.8618,45.01,"","","","",NA,385507.3,1.6384057e-16,0,32.45
81.015,34.74,"","","","",NA,2766807.1,1.8780148e-16,0,8.36
162.0075,34.83,"[M+H+HCOOH]+ 114.994","","","",NA,6166495.1,1.9516341e-16,0,8.48
158.9615,10.92,"","","","",NA,6236102.3,2.945533e-16,0,7.03
191.085,52.04,"","","","",NA,40775246.8,3.0800673e-16,0,8.96
186.0187,34.52,"","","","",NA,1977088,3.4693488e-16,0,7.53
129.9793,34.67,"[M+H-CH2]+ 142.989","","","",NA,8001694.9,3.6150201e-16,0,4.86
71.0298,34.77,"[M+Na]+ 48.0407","","","",NA,7784101.4,3.6829897e-16,0,5.45
99.9878,34.67,"[M+H-CO]+ 126.975 [M+H-C2H4]+ 127.012","","","",NA,715212.3,3.702457e-16,0,17.12
214.1414,42.61,"[M+Na]+ 191.152","[38][M]+","","",NA,90393295.3,3.8976269e-16,0,7.48
308.7374,38.26,"","","","",NA,327777.2,3.9563283e-16,0,32.54
638.6529,38.24,"[M+Na]+ 615.664 [M+H]+ 637.646","","","",NA,1122986.8,4.3990904e-16,0,35.38
153.9979,55.65,"[M+H-CH2]+ 167.006","","","",NA,1611189.6,5.339356e-16,0,5.33
130.9666,25.24,"","","C2H4Cl2O2; ","2,2-dichloro-1,1-ethanediol; ","HMDB0062193; ",446995.7,5.8464814e-16,0,32.52
620.8266,38.61,"","","","",NA,617778,6.186989e-16,0,32.91
70.515,34.75,"","[1][M+1]2+","","",NA,1781835.8,9.1429108e-16,0,10.89
166.0262,49.88,"","","","",NA,1915721.8,9.5323662e-16,0,5.87
556.8997,38.51,"","","","",NA,1575387.3,1.3641212e-15,0,35.41
203.1505,42.7,"[2M+H+Na]2+ 191.152","","","",NA,2249523,1.4431401e-15,0,3.27
104.5237,34.65,"[M+2H]2+ 207.032","","","",NA,1087840.6,1.5826892e-15,0,11.38
380.7697,38.16,"[M+Na+NaCOOH]+ 289.793","","","",NA,6031107.9,1.7060561e-15,0,7.96
138.9066,38.16,"[M+Na]+ 115.918","","","",NA,7352711.5,1.7467848e-15,0,7.74
85.9636,34.77,"","","","",NA,1312094.6,2.7976415e-15,0,18.13
165.0677,34.57,"","[24][M+1]+","","",NA,1440390.4,3.0362624e-15,0,5.9
428.0367,50.19,"","","C10H15N5O10P2; ","Adenosine 3',5'-diphosphate; dGDP; ADP; ","HMDB0000061; HMDB0000960; HMDB0001341; ",8609491.1,3.0872223e-15,0,38.52
95.546,34.61,"[M+H-CH2]+ 108.553","","","",NA,1733939.4,3.5715324e-15,0,6.06
253.1183,60.15,"","","C12H16N2O4; ","3'-Hydroxyhexobarbital; Epoxy-hexobarbital; Alanyltyrosine; Phenylalanylserine; Serylphenylalanine; ","HMDB0013940; HMDB0013941; HMDB0028699; HMDB0029004; HMDB0029046; ",1208181.4,3.6568504e-15,0,34.02
434.7724,38.52,"[M+Na]+ 411.782","","","",NA,3845864.7,4.1934917e-15,0,4.49
152.9473,36.48,"","","","",NA,1002872.4,4.4446547e-15,0,7.61
110.009,34.77,"[M+K+NH3]+ 54.0198","","","",NA,68559028.7,4.9411783e-15,0,7.36
554.9024,38.53,"","","","",NA,1618248.8,5.3989788e-15,0,36.09
208.0178,38.24,"","","","",NA,2303153.3,5.5411041e-15,0,7.44
376.8139,38.56,"[M+H-C2H4]+ 403.84","","","",NA,1959161.9,5.6711926e-15,0,6.94
391.5618,42.93,"","","","",NA,6706381,7.5983318e-15,0,53.05
121.0843,104.48,"","[11][M+1]+","","",NA,9461661.6,9.0881043e-15,0,9.51
123.0406,34.64,"","","","",NA,128696471,9.4684172e-15,0,11.18
247.0925,44.04,"","","C9H14N2O6; ","5,6-Dihydrouridine; Aspartylhydroxyproline; ","HMDB0000497; HMDB0011160; ",6834641,9.4774698e-15,0,8.04
242.158,60.76,"","[44][M+1]+","","",NA,11799755.7,1.0608614e-14,0,11.32
267.0587,42.61,"[M+H]+ 266.051","","","",NA,7421617.7,1.1730782e-14,0,20.38
74.5312,34.64,"","","","",NA,1969160.3,1.2176429e-14,0,8.06
242.1579,43.97,"","[45][M+1]+","","",NA,4508367.5,1.4942956e-14,0,12.18
144.1384,104.34,"","","","",NA,1086989,1.5016544e-14,0,5.83
253.1183,89.72,"","","C12H16N2O4; ","3'-Hydroxyhexobarbital; Epoxy-hexobarbital; Alanyltyrosine; Phenylalanylserine; Serylphenylalanine; ","HMDB0013940; HMDB0013941; HMDB0028699; HMDB0029004; HMDB0029046; ",1029174.8,1.6273263e-14,0,33.8
551.0715,43.2,"[M+H]+ 550.064","","","",NA,1578519.4,1.6739102e-14,0,34.78
586.3382,42.92,"[3M+3Na-H]2+ 368.239 [3M+2H]2+ 390.22","","C20H32F2O5; ","Lubiprostone; ","HMDB0015180; ",2907676.8,2.0873151e-14,0,51.01
543.1327,40.3,"","","C23H26O15; ","6-{[3,7-dihydroxy-2-(1-hydroxy-3-methoxy-4-oxocyclohexyl)-6-methoxy-4-oxo-4H-chromen-5-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid; 6-{[3,5-dihydroxy-2-(1-hydroxy-3-methoxy-4-oxocyclohexyl)-6-methoxy-4-oxo-4H-chromen-7-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid; 6-{[5,7-dihydroxy-2-(1-hydroxy-3-methoxy-4-oxocyclohexyl)-6-methoxy-4-oxo-4H-chromen-3-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid; ","HMDB0128859; HMDB0128860; HMDB0128861; ",496018.5,2.2396158e-14,0,45.88
202.1803,56.87,"","[36][M]+","C11H24NO2; ","Caproylcholine; ","HMDB0013224; ",19251596.1,2.9272616e-14,0,2.5
162.9983,9,"","","","",NA,26640779.7,2.9330271e-14,0,7.82
338.0653,42.05,"[M+Na]+ 315.076","","","",NA,13398909.8,3.090746e-14,0,8.53
580.6948,38.45,"[M+K]+ 541.732","","","",NA,1334189.8,3.3999205e-14,0,34.71
350.9333,43.66,"","","","",NA,943090.4,5.5147381e-14,0,57.54
77.009,34.65,"[3M+2Na]2+ 36.0129 [M+Na]+ 54.0198","","","",NA,800220.9,5.9390358e-14,0,7.96
148.9772,25.65,"","","","",NA,3186830.6,1.158223e-13,0,3.77
288.922,38.29,"","","","",NA,3767379.7,1.5539633e-13,0,4.69
460.9666,39.09,"","[63][M]+","","",NA,10967700.6,1.6377471e-13,0,6.22
92.0405,34.65,"","","","",NA,2128606.6,2.1532957e-13,0,6.78
596.7581,38.53,"","","","",NA,1660798.5,2.1867264e-13,0,34.53
210.8881,38.22,"[M+H]+ 209.881","","","",NA,2789655.7,2.3931686e-13,0,10.58
135.003,45.17,"","[15][M]+","","",NA,41821266.4,3.9139987e-13,0,4.47
394.7928,38.22,"[M+Na]+ 371.804","","","",NA,5090321.6,3.9873574e-13,0,14.6
204.0562,40.02,"","[37][M+1]+","","",NA,7179349,4.2729439e-13,0,5.42
220.118,115.31,"","","C9H17NO5; ","Pantothenic acid; ","HMDB0000210; ",2527723.8,4.839041e-13,0,5.41
403.0078,39.39,"[M+2Na-H]+ 358.037","[56][M]+","C14H14O9S; ","(2-hydroxy-2-{9-hydroxy-7-oxo-2H,3H,7H-furo[3,2-g]chromen-2-yl}propoxy)sulfonic acid; [9-hydroxy-2-(2-hydroxypropan-2-yl)-7-oxo-2H,3H,7H-furo[3,2-g]chromen-3-yl]oxidanesulfonic acid; ","HMDB0132923; HMDB0132925; ",12289092.8,5.764285e-13,0,5.09
203.2232,33.97,"","","C10H26N4; ","Spermine; ","HMDB0001256; ",113618507.3,6.1283234e-13,0,4.31
269.9936,39.18,"","","","",NA,368773.2,6.3766064e-13,0,32.43
88.0237,34.7,"[M+H]+ 87.0159","","","",NA,42549937,6.4254634e-13,0,4.88
260.8149,38.16,"","","","",NA,2183813.2,7.8553023e-13,0,7.37
240.839,38.36,"","","","",NA,4705190.6,8.4170124e-13,0,11.91
143.9969,34.85,"[M+H]+ 142.989","[19][M]+","","",NA,111140481.2,1.0616703e-12,0,11.12
96.9223,38.36,"[M+2K]2+ 115.918","","","",NA,59675262.3,1.1219712e-12,0,1.78
183.0847,59.68,"","[30][M+1]+","","",NA,1689245.9,1.429333e-12,0,4.47
574.8702,38.53,"[2M+2K-H]+ 248.976","","","",NA,2189251.1,1.4811822e-12,0,8.54
252.9721,43.38,"[M+K]+ 214.009","","","",NA,6171350.4,1.5338683e-12,0,6.84
122.9248,38.88,"","","","",NA,5414163.2,1.8084429e-12,0,16.07
105.1106,40,"","[8][M]+","","",NA,48817323.6,2.0545295e-12,0,3.71
328.1391,68.01,"","","C15H21NO7; ","N-(1-Deoxy-1-fructosyl)phenylalanine; ","HMDB0037846; ",875657.5,2.1084949e-12,0,46.93
279.101,66.52,"","","C10H18N2O5S; ","Glutamylmethionine; Methionyl-Glutamate; gamma-Glutamylmethionine; ","HMDB0028825; HMDB0028972; HMDB0034367; ",1101415.7,2.8344544e-12,0,31.97
217.1547,97.08,"","","C10H20N2O3; ","Valylvaline; ","HMDB0029140; ",1035085.8,3.0528894e-12,0,47.4
534.7162,38.4,"","","","",NA,1898193,4.0956123e-12,0,10.21
518.9256,38.83,"","","","",NA,4773764.6,4.7799008e-12,0,11.18
462.9634,39.05,"","[63][M+2]+","","",NA,3145525.6,4.8927411e-12,0,7.33
217.1548,69.32,"","","C10H20N2O3; ","Valylvaline; ","HMDB0029140; ",846435.5,4.9435394e-12,0,46.89
348.814,38.41,"","","","",NA,1988001.6,5.6726794e-12,0,3.49
215.0486,83.94,"","","C8H10N2O3S; ","Sulfacetamide; ","HMDB0014772; ",881250.9,6.5175258e-12,0,46.96
128.9712,23.55,"","","","",NA,17630242,7.0434484e-12,0,9.83
390.7092,38.14,"[2M+K]+ 175.873","","","",NA,1688387.2,7.3977767e-12,0,6.2
560.7185,38.53,"","","","",NA,2409247.1,7.4574251e-12,0,9.16
219.1421,78.35,"","[39][M+1]+","C11H22O2S; ","(S)-3-Mercaptohexyl pentanoate; (S)-3-Methylthiohexyl butyrate; ","HMDB0038945; HMDB0038946; ",1381245.5,7.950859e-12,0,32.18
255.9442,34.8,"[M+Na]+ 232.956","[48][M]+","","",NA,46276988.9,8.1293302e-12,0,14.88
158.1542,43.43,"","","","",NA,925038.4,8.1782371e-12,0,5.35
74.0608,41.54,"[M+2H-COCH2]2+ 188.117","","C8H16N2O3; ","N6-Acetyl-L-lysine; N-alpha-Acetyl-L-lysine; Glycylleucine; Alanylvaline; Glycyl-Isoleucine; ","HMDB0000206; HMDB0000446; HMDB0000759; HMDB0028700; HMDB0028844; ",1552879,8.5240665e-12,0,8.52
71.5302,34.72,"[M+2H]2+ 141.045","","","",NA,979063.3,8.8367587e-12,0,5.51
338.7852,38.22,"","","","",NA,1816902.7,9.3557572e-12,0,3.2
468.7257,38.3,"[M+K+NaCOOH]+ 361.775","","","",NA,1909780.7,1.2445548e-11,0,8.14
85.029,42.92,"[M+H-C6H10O4]+ 230.078","","","",NA,5312949.7,1.2600844e-11,0,4.01
103.5483,34.61,"","","","",NA,783174.8,1.2907195e-11,0,6.19
277.0199,40.6,"","","","",NA,670331.7,1.3350432e-11,0,31.03
273.9547,38.68,"","","","",NA,9551640.7,1.356047e-11,0,10.7
296.0661,38.34,"[M+H]+ 295.059","[50][M]+","C13H16N2O2S2; ","N-Methoxyspirobrassinol methyl ether; ","HMDB0041059; ",36383755.6,1.3789761e-11,0,4.57
97.0289,34.67,"[M+H+NH3]+ 78.9953","","","",NA,2208211.5,1.6065134e-11,0,3.75
98.9192,38.3,"","","","",NA,18473873.7,1.8310985e-11,0,1.93
194.0224,43.18,"[M+K+NaCOOH]+ 87.0714 [M+K+HCOOH]+ 109.053","","","",NA,3358492.8,1.8406547e-11,0,4.41
418.7982,38.49,"[M+H-C2H4]+ 445.825","","","",NA,3366755.4,1.9693934e-11,0,4.52
326.8055,38.14,"[M+H-HCOOH]+ 371.804","","","",NA,2804374.8,2.1362355e-11,0,14.14
418.2296,96.76,"","","","",NA,1666427.9,2.32144e-11,0,49.55
267.0131,34.94,"[2M+2K-H]+ 95.0462","","","",NA,2442686.9,2.3747084e-11,0,3.74
237.0208,34.94,"","","","",NA,894095,2.4451537e-11,0,31.6
129.1388,34.62,"[M+H]+ 128.132","","","",NA,2515549.5,2.6743299e-11,0,15.24
432.7753,38.49,"","","","",NA,5718878.2,2.7573827e-11,0,6.35
506.9725,39.3,"","","","",NA,304294.9,3.0121581e-11,0,43.82
263.0697,84.44,"","","","",NA,1541207,3.1801224e-11,0,48.11
520.739,38.18,"[M+H+HCOOH]+ 473.723","","","",NA,2740029.2,3.2751505e-11,0,32.95
782.4423,38.09,"","","","",NA,1790329.1,3.974043e-11,0,49.77
668.6035,38.05,"[3M+K]+ 209.881 [M+K]+ 629.64","","","",NA,854982.4,4.178398e-11,0,8.88
770.6336,38.53,"","","","",NA,797395.5,4.2901634e-11,0,36.95
578.8809,38.45,"[M+K]+ 539.918 [M+Na]+ 555.892 [M+H]+ 577.874","","","",NA,4830485.2,4.4290506e-11,0,14.6
628.6242,38.22,"","","","",NA,1470295.9,4.6108343e-11,0,55.03
666.6068,38.1,"[M+K+NaCOOH]+ 559.657","","","",NA,1166212.4,4.8549742e-11,0,9.48
339.9021,39.44,"[M+K+NH3]+ 283.913","","","",NA,1382874.9,4.9613367e-11,0,31.96
646.8681,38.53,"[M+K+NaCOOH]+ 539.918 [M+Na+NaCOOH]+ 555.892 [M+Na+HCOOH]+ 577.874","","","",NA,2678258,5.0813033e-11,0,32.82
536.7131,38.37,"","","","",NA,1276594.7,5.1259436e-11,0,9.87
257.0744,43.06,"","","","",NA,6832404.8,5.5034917e-11,0,10.74
312.7824,38.22,"[M+Na]+ 289.793","","","",NA,3168977.2,5.7606693e-11,0,8.33
398.741,38.22,"[M+K+NaCOOH]+ 291.79","","","",NA,4212451.4,6.0285189e-11,0,8.25
242.9256,38.76,"","","","",NA,3716486.8,6.892956e-11,0,3.22
454.9588,39.2,"","[62][M]+","","",NA,14459043.8,7.364696e-11,0,34.8
418.2297,59.97,"","","","",NA,1252191,7.488329e-11,0,48.97
790.474,38.16,"","","C43H67NO12; ","13-Demethyl tacrolimus; 31-O-Demethyltacrolimus; ","HMDB0060706; HMDB0061049; ",1318161.1,8.0332277e-11,0,54.7
654.8093,38.61,"[M+H]+ 653.8","","","",NA,2065118.8,8.3351202e-11,0,8.94
303.9128,39.68,"","","","",NA,1375682.2,8.7976342e-11,0,47.34
381.0504,39.85,"","","","",NA,27797609.5,8.9695317e-11,0,9.16
604.5726,38.18,"[M+H-HCOOH]+ 649.572","","","",NA,988629.7,9.210148e-11,0,53.74
135.9455,26.05,"","","","",NA,1153424.4,9.6008534e-11,0,7.87
310.1285,100.78,"","","","",NA,1088365.1,1.0026505e-10,0,47.23
408.7698,38.4,"[M+Na]+ 385.781","","","",NA,5300789.7,1.1012382e-10,0,3.97
184.0946,40.12,"[M+Na]+ 161.105","","C7H15NO3; ","L-Carnitine; ","HMDB0000062; ",73890382,1.1283663e-10,0,5.62
746.5383,38.09,"[2M+Na]+ 361.775","","","",NA,576637.7,1.1343519e-10,0,53.56
262.2013,87.01,"","","","",NA,8371293.8,1.2465969e-10,0,7.32
234.9516,11.2,"","","","",NA,7800853.6,1.3326437e-10,0,2.51
199.0151,25.3,"","","","",NA,9054188,1.3906513e-10,0,30.79
219.08,107.3,"","","C8H14N2O3S; ","Cysteinyl-Proline; Prolyl-Cysteine; ","HMDB0028783; HMDB0029014; ",1754515.6,1.4749141e-10,0,47.12
223.9891,34.91,"","","","",NA,11593998.2,1.5836004e-10,0,32.73
608.6483,38.25,"[M+K]+ 569.685","","","",NA,1948738,1.6183694e-10,0,7.17
371.0077,41.3,"","","","",NA,1293472.1,1.6378732e-10,0,31.94
812.5285,38.24,"[M+K+NaCOOH]+ 705.577","","","",NA,971673,1.6409004e-10,0,48.14
314.7794,38.21,"[M+Na]+ 291.79","","","",NA,5227718.6,1.7422726e-10,0,7.82
220.9812,34.97,"","","","",NA,4709930,1.8645859e-10,0,31.73
408.1489,61.56,"","","","",NA,287713,1.9428846e-10,0,32.2
106.9509,38.59,"","","","",NA,3064249.7,2.358136e-10,0,3.05
294.8673,37.66,"","","","",NA,1659019.9,2.6135674e-10,0,2.34
748.5776,38.22,"[3M+2Na]2+ 483.726","","","",NA,344438.3,2.6494489e-10,0,48.51
318.1659,53.3,"","","","",NA,1499367.1,2.7713109e-10,0,47.82
125.1075,119.61,"","","","",NA,11236849.5,3.098391e-10,0,6.59
350.8111,38.35,"","","","",NA,2050384.2,3.1824233e-10,0,3.81
172.8517,38.34,"","","","",NA,1294604.9,3.3907912e-10,0,31.69
618.6771,38.51,"[3M+2H]2+ 411.782","","","",NA,2082054.4,3.4872976e-10,0,8.97
868.4902,38.15,"[M+Na+NaCOOH]+ 777.513","","","",NA,430846.9,3.6163509e-10,0,50.8
346.0094,54.15,"[M+H]+ 345.002","","","",NA,1372735.6,3.6371254e-10,0,31.81
308.9328,45.14,"","","","",NA,227746.5,3.6445857e-10,0,51.41
340.7823,38.26,"[M+2K]2+ 603.637","","","",NA,2509738.2,3.6485112e-10,0,3.25
354.0394,42.26,"[M+K]+ 315.076","","","",NA,7487633.8,4.141664e-10,0,8.28
798.5046,38.17,"[M+Na]+ 775.516","","C44H74NO8P; ","PC(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)); PC(18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z)); PC(18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)); PC(18:4(6Z,9Z,12Z,15Z)/18:3(6Z,9Z,12Z)); PC(18:4(6Z,9Z,12Z,15Z)/18:3(9Z,12Z,15Z)); ","HMDB0007925; HMDB0008174; HMDB0008207; HMDB0008238; HMDB0008239; ",709078.6,4.4145774e-10,0,54.26
936.4773,38.17,"","","C43H75N3O15P2; ","CDP-DG(a-13:0/18:2(9Z,11Z)); CDP-DG(18:2(9Z,11Z)/a-13:0); CDP-DG(18:2(9Z,11Z)/i-13:0); CDP-DG(i-13:0/18:2(9Z,11Z)); ","HMDB0116045; HMDB0116047; HMDB0116053; HMDB0116169; ",360888.1,4.4524094e-10,0,50.22
676.6351,38.22,"[M+K+NaCOOH]+ 569.685","","","",NA,1507543.8,4.5116033e-10,0,10.93
466.7285,38.31,"[M+2K]2+ 855.53","","","",NA,2847079.9,5.0099808e-10,0,9.81
369.2496,41.17,"","","","",NA,1319234.7,5.4779935e-10,0,47.47
352.9313,41.51,"","","","",NA,70343728.5,5.6760003e-10,0,7.75
145.99,48.81,"","","","",NA,628653.1,5.7155066e-10,0,28.9
215.0486,62.63,"","","C8H10N2O3S; ","Sulfacetamide; ","HMDB0014772; ",650327.2,6.1126094e-10,0,44.35
203.1836,56.96,"","[36][M+1]+","","",NA,4490997.9,6.2905314e-10,0,16.78
217.082,42.69,"","","","",NA,5217051.4,6.5670826e-10,0,2.6
203.0487,101.83,"","","","",NA,7407389.9,6.8432848e-10,0,2.97
620.5923,38.16,"[M+H-COCH2]+ 661.596","","","",NA,603040,7.5804354e-10,0,55.13
226.0838,64.07,"","","","",NA,14130213.1,7.8780666e-10,0,5.71
654.8996,38.76,"","","","",NA,464295.4,7.9203989e-10,0,44.79
282.8236,38.29,"[M+K+NaCOOH]+ 175.873 [M+K]+ 243.86","","","",NA,3537797.6,8.6390857e-10,0,2.61
806.4929,38.18,"","","C44H72NO10P; ","PS(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)); PS(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)); PS(20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z)); PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z)); PS(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)); ","HMDB0012373; HMDB0012416; HMDB0012436; HMDB0012443; HMDB0112434; ",234632.5,9.2105001e-10,0,51.5
192.0438,39.43,"[M+Na+NH3]+ 152.026","","","",NA,4431252.6,9.8534512e-10,0,5.82
243.1829,43.11,"[M+2H]2+ 484.351","[46][M]2+","","",NA,3034737.7,1.0307652e-09,0,4.97
189.1599,38.04,"[M+H]+ 188.153","[32][M]+","C9H20N2O2; ","N6,N6,N6-Trimethyl-L-lysine; ","HMDB0001325; ",10363293.6,1.059024e-09,0,2.91
112.1124,34.33,"[M+H-NH3]+ 128.132","","","",NA,2670250.9,1.059252e-09,0,6.62
204.1537,40.72,"","","","",NA,339619.6,1.104324e-09,0,43.58
490.7339,38.4,"","","","",NA,3640846.8,1.1176668e-09,0,7.81
418.9817,39.47,"","[58][M]+","","",NA,8043428.9,1.1599406e-09,0,33.85
442.8038,38.56,"[M+K]+ 403.84","","","",NA,5531145.8,1.2105719e-09,0,9.03
586.9129,38.7,"","","","",NA,1566164.5,1.2526152e-09,0,39.51
312.8728,44.44,"","","","",NA,171463.8,1.2685538e-09,0,48.96
652.8136,38.56,"[M+K]+ 613.85 [M+Na]+ 629.824 [M+H]+ 651.806","","","",NA,2887319.3,1.2820529e-09,0,9.19
242.8365,38.41,"","","","",NA,1022834.3,1.3085102e-09,0,31.19
280.8265,38.28,"[M+2K]2+ 483.726","","","",NA,3409869.5,1.3266456e-09,0,2.49
398.0035,39.82,"","[55][M+1]+","","",NA,2198471,1.3832473e-09,0,32.25
288.203,50.03,"","","C12H25N5O3; ","Arginylisoleucine; Arginylleucine; Isoleucyl-Arginine; Leucyl-Arginine; ","HMDB0028712; HMDB0028713; HMDB0028901; HMDB0028923; ",4056324.2,1.4071251e-09,0,34.3
272.7948,38.21,"","","","",NA,6668044.6,1.5609672e-09,0,2.47
104.9926,39.92,"","","","",NA,2174380.1,1.6422522e-09,0,5.91
330.0728,43.05,"[M+Na]+ 307.084","","C10H17N3O6S; C18H13NO4; ","Glutathione; Hallacridone; Aristolodione; Glutathionate(1-); ","HMDB0000125; HMDB0029826; HMDB0033247; HMDB0062697; ",1716294.3,1.6726234e-09,1e-08,48.15
472.6738,38.21,"","","","",NA,1068047.6,1.7287648e-09,1e-08,9.46
169.0584,37.15,"","","","",NA,33478492.7,1.9946444e-09,1e-08,2.3
710.5881,38.25,"[M+K+NaCOOH]+ 603.637","","","",NA,666969.1,2.1870754e-09,1e-08,30.55
250.9388,38.79,"","","","",NA,3077692.8,2.1877753e-09,1e-08,4.62
276.8782,38.24,"","","","",NA,1835057.2,2.4238364e-09,1e-08,14.07
114.5586,34.58,"[M+H]+ 113.552","","","",NA,1998181.7,2.6221281e-09,1e-08,2.18
229.1547,43.69,"[M+H]+ 228.148","[40][M]+","C11H20N2O3; ","Isoleucylproline; Leucylproline; N,​N,​N-​Trimethyl-​L-​alanyl-​L-​proline betaine; ","HMDB0011174; HMDB0011175; HMDB0240365; ",93443592.3,2.7005332e-09,1e-08,2.59
762.602,38.35,"","","C42H84NO8P; ","PC(14:0/20:0); PC(16:0/18:0); PC(18:0/16:0); PC(20:0/14:0); PE(15:0/22:0); ","HMDB0007878; HMDB0007970; HMDB0008034; HMDB0008262; HMDB0008907; ",1226955.9,2.804304e-09,1e-08,38.52
566.8469,38.53,"","","","",NA,4419780,2.8731299e-09,1e-08,8.78
406.6833,38.04,"","","","",NA,1113174.1,2.9732107e-09,1e-08,9.62
202.0292,48.24,"","","","",NA,2170694.1,2.9912866e-09,1e-08,3.53
240.1806,114,"","","","",NA,4222470.5,3.2721229e-09,1e-08,2.57
100.0761,104.27,"","[7][M]+","","",NA,2614389.6,3.4723592e-09,1e-08,14.74
168.1021,62.45,"","","C9H13NO2; ","3-Methoxytyramine; Phenylephrine; p-Synephrine; 4-Methoxytyramine; Metaraminol; ","HMDB0000022; HMDB0002182; HMDB0004826; HMDB0012162; HMDB0014748; ",7498282.9,3.5127616e-09,1e-08,8.94
422.106,40.53,"","","","",NA,667729.4,3.6189727e-09,1e-08,45.44
230.158,43.71,"","[40][M+1]+","","",NA,10744827.4,3.6196101e-09,1e-08,2.95
552.6871,38.35,"","","","",NA,1200336,3.7359674e-09,1e-08,4.43
243.9971,34.87,"[M+Na+CF3COOH]+ 87.0159","","","",NA,10532246.8,3.8792497e-09,1e-08,18.12
742.7193,38.33,"[M+H]+ 741.714","","","",NA,2163496.2,3.9381029e-09,1e-08,6.25
225.9866,34.94,"","","","",NA,3199258.1,3.9829058e-09,1e-08,22.96
720.6167,38.19,"[M+Na+NaCOOH]+ 629.64","","","",NA,541288.8,4.1755695e-09,1e-08,30.12
324.8082,38.21,"[M+2Na]2+ 603.637","","","",NA,5803862.2,4.2562959e-09,1e-08,12.93
224.865,38.33,"[M+2K]2+ 371.804","","","",NA,9042743.5,4.3289469e-09,1e-08,2
320.7168,38.37,"","","","",NA,749466.6,4.651569e-09,1e-08,45.54
212.8391,38.32,"[3M+2K]2+ 115.918","","","",NA,3415895.9,4.9252467e-09,1e-08,1.25
441.985,38.66,"","[61][M+1]+","","",NA,359906.6,5.0054432e-09,1e-08,35.91
273.0484,42.31,"[M+Na+CF3COOH]+ 116.067","","","",NA,4205744.1,5.7338692e-09,2e-08,4.32
704.8257,38.36,"[M+K+NaCOOH]+ 597.871 [M+Na+NaCOOH]+ 613.845 [M+Na+HCOOH]+ 635.827","","","",NA,2014061.3,5.7354209e-09,2e-08,32.01
222.8679,38.33,"[M+K+NaCOOH]+ 115.918","","","",NA,13020112,6.8190449e-09,2e-08,1.94
279.0564,41.43,"","","","",NA,1126760.4,6.9131245e-09,2e-08,29.28
235.1478,32.43,"","","","",NA,127463.4,6.9550749e-09,2e-08,41.7
740.5474,38.16,"[M+Na+NaCOOH]+ 649.572","","","",NA,912744.9,7.2368562e-09,2e-08,50.07
430.9458,39.36,"","","","",NA,381148.7,7.7161303e-09,2e-08,41.79
302.0195,53.75,"[M+H-CO2]+ 345.002","","","",NA,154894.3,7.7605421e-09,2e-08,43.06
756.5652,38.18,"[3M+Na+K]2+ 483.726","","","",NA,407638.1,7.9433445e-09,2e-08,50.63
